batch_id,processed_at,source_file,job_mode,timestamp,raw,final_label,severity,owner_team,tags,cluster_id,t5_template,cluster_template,auto_label
325b7e2d-ba24-47c5-8b47-88ec3804f608,2025-12-10T23:49:35.865082,test.log,both,2025-09-03T07:52:15.220,[2025-09-03T07:52:15.220] Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE,gpu_inventory_update,info,infra,"gpu,l4,inventory",1,Gres_FILE Gpu=l4=l4 [2025-09-03T07:52:15.220] Gres Name=gpu Type=l4 Count=1 Gres Gres Gres2025-09-03T07,[2025-09-03T07:52:15.220] Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE,gpu_inventory_update
325b7e2d-ba24-47c5-8b47-88ec3804f608,2025-12-10T23:49:35.865082,test.log,both,2025-09-03T07:52:15.221,[2025-09-03T07:52:15.221] Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE,gpu_inventory_update,info,infra,"gpu,l4,inventory",1,Gres_FILE Gres=l4 [2025-09-03T07:52:15.221] Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE Gres Name=gpu Type=l4 Count,<*> Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE,gpu_inventory_update
325b7e2d-ba24-47c5-8b47-88ec3804f608,2025-12-10T23:49:35.865082,test.log,both,2025-09-03T07:52:15.222,[2025-09-03T07:52:15.222] Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE,gpu_inventory_update,info,infra,"gpu,l4,inventory",1,Gres=gpu Gres [2025-09-03T07:52:15.222] Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE] Gres Name=gpu Type=l4 Count=1,<*> Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE,gpu_inventory_update
325b7e2d-ba24-47c5-8b47-88ec3804f608,2025-12-10T23:49:35.865082,test.log,both,2025-09-03T07:52:15.223,[2025-09-03T07:52:15.223] Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE,gpu_inventory_update,info,infra,"gpu,l4,inventory",1,Gres_FILE gpu=l4 [2025-09-03T07:52:15.223] Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE] Gres Name=gpu Type=l4,<*> Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE,gpu_inventory_update
325b7e2d-ba24-47c5-8b47-88ec3804f608,2025-12-10T23:49:35.865082,test.log,both,2025-09-03T07:52:15.224,[2025-09-03T07:52:15.224] Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE,gpu_inventory_update,info,infra,"gpu,l4,inventory",1,Gres=gpu Gres [2025-09-03T07:52:15.224] Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE] Gres Name=gpu Type=l4 Count=1,<*> Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE,gpu_inventory_update
2469179c-5e4b-4825-b07c-87aede019ac2,2025-12-10T23:55:52.920906,test2.txt,both,2025-09-03T07:52:15.236,"[2025-09-03T07:52:15.236] Gres Name=gpu Type=l4 Count=8 Flags=HAS_FILE,HAS_TYPE,ENV_NVML,ENV_RSMI,ENV_ONEAPI,ENV_OPENCL,ENV_DEFAULT",gpu_inventory_update,info,infra,"gpu,l4,inventory",1,[2025-09-03T07:52:15.236] Gres [2025-09-03T07:52:15.236] Gres [2025-09-03T07:52:15.236] Gres [2025-09-03T07:52:,<*> Gres Name=gpu Type=l4 <*> <*>,gpu_inventory_update
2469179c-5e4b-4825-b07c-87aede019ac2,2025-12-10T23:55:52.920906,test2.txt,both,2025-09-03T07:52:15.241,"[2025-09-03T07:52:15.241] Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE,HAS_TYPE,ENV_NVML,ENV_RSMI,ENV_ONEAPI,ENV_OPENCL,ENV_DEFAULT",gpu_inventory_update,info,infra,"gpu,l4,inventory",1,[2025-09-03T07:52:15.241] Gres [2025-09-03T07:52:15.241] Gres [2025-09-03T07:52:15.241] Gres [2025-09-03T07:52:,<*> Gres Name=gpu Type=l4 <*> <*>,gpu_inventory_update
2469179c-5e4b-4825-b07c-87aede019ac2,2025-12-10T23:55:52.920906,test2.txt,both,2025-09-03T07:52:15.242,"[2025-09-03T07:52:15.242] Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE,HAS_TYPE,ENV_NVML,ENV_RSMI,ENV_ONEAPI,ENV_OPENCL,ENV_DEFAULT",gpu_inventory_update,info,infra,"gpu,l4,inventory",1,[2025-09-03T07:52:15.242] Gres [2025-09-03T07:52:15.242] Gres [2025-09-03T07:52:15.242] Gres [2025-09-03T07,<*> Gres Name=gpu Type=l4 <*> <*>,gpu_inventory_update
2469179c-5e4b-4825-b07c-87aede019ac2,2025-12-10T23:55:52.920906,test2.txt,both,2025-09-03T07:52:15.242,"[2025-09-03T07:52:15.242] Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE,HAS_TYPE,ENV_NVML,ENV_RSMI,ENV_ONEAPI,ENV_OPENCL,ENV_DEFAULT",gpu_inventory_update,info,infra,"gpu,l4,inventory",1,[2025-09-03T07:52:15.242] Gres [2025-09-03T07:52:15.242] Gres [2025-09-03T07:52:15.242] Gres [2025-09-03T07,<*> Gres Name=gpu Type=l4 <*> <*>,gpu_inventory_update
2469179c-5e4b-4825-b07c-87aede019ac2,2025-12-10T23:55:52.920906,test2.txt,both,2025-09-03T07:52:15.243,"[2025-09-03T07:52:15.243] Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE,HAS_TYPE,ENV_NVML,ENV_RSMI,ENV_ONEAPI,ENV_OPENCL,ENV_DEFAULT",gpu_inventory_update,info,infra,"gpu,l4,inventory",1,[2025-09-03T07:52:15.243] Gres [2025-09-03T07:52:15.243] Gres [2025-09-03T07:52:15.243] Gres [2025-09-03T07:52:,<*> Gres Name=gpu Type=l4 <*> <*>,gpu_inventory_update
2469179c-5e4b-4825-b07c-87aede019ac2,2025-12-10T23:55:52.920906,test2.txt,both,2025-09-03T07:52:15.243,"[2025-09-03T07:52:15.243] Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE,HAS_TYPE,ENV_NVML,ENV_RSMI,ENV_ONEAPI,ENV_OPENCL,ENV_DEFAULT",gpu_inventory_update,info,infra,"gpu,l4,inventory",1,[2025-09-03T07:52:15.243] Gres [2025-09-03T07:52:15.243] Gres [2025-09-03T07:52:15.243] Gres [2025-09-03T07:52:,<*> Gres Name=gpu Type=l4 <*> <*>,gpu_inventory_update
2469179c-5e4b-4825-b07c-87aede019ac2,2025-12-10T23:55:52.920906,test2.txt,both,2025-09-03T07:52:15.244,[2025-09-03T07:52:15.244] select/cons_tres: part_data_create_array: select/cons_tres: preparing for 19 partitions,unknown,info,unknown,,2,[2025-09-03T07:52:15.244] select/cons_tres: preparing for 19 partitions [2025-09-03T07:52:15.244] select/cons_tres: part_data_create_array: select/cons_,[2025-09-03T07:52:15.244] select/cons_tres: part_data_create_array: select/cons_tres: preparing for 19 partitions,unknown
