timestamp,raw,final_label,severity,owner_team,tags,cluster_id,t5_template,cluster_template,drain_similarity,auto_label,auto_label_v2
2025-12-09T11:08:04.028137,[2025-09-03T07:52:15.220] Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE,gpu_inventory_update,info,infra,"gpu,l4,inventory,infra",1,Gres_FILE Gpu=l4=l4 [2025-09-03T07:52:15.220] Gres Name=gpu Type=l4 Count=1 Gres Gres Gres2025-09-03T07,[2025-09-03T07:52:15.220] Gres Name=gpu Type=l4 Count=1 <*>,0.0,unknown,unknown
2025-12-09T11:08:04.028137,[2025-09-03T07:52:15.221] Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE,gpu_inventory_update,info,infra,"gpu,l4,inventory,infra",1,Gres_FILE Gres=l4 [2025-09-03T07:52:15.221] Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE Gres Name=gpu Type=l4 Count,<*> Gres Name=gpu Type=l4 Count=1 <*>,0.0,unknown,unknown
2025-12-09T11:08:04.028137,[2025-09-03T07:52:15.222] Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE,gpu_inventory_update,info,infra,"gpu,l4,inventory,infra",1,Gres=gpu Gres [2025-09-03T07:52:15.222] Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE] Gres Name=gpu Type=l4 Count=1,<*> Gres Name=gpu Type=l4 Count=1 <*>,0.0,unknown,unknown
2025-12-09T11:08:04.028137,[2025-09-03T07:52:15.223] Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE,gpu_inventory_update,info,infra,"gpu,l4,inventory,infra",1,Gres_FILE gpu=l4 [2025-09-03T07:52:15.223] Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE] Gres Name=gpu Type=l4,<*> Gres Name=gpu Type=l4 Count=1 <*>,0.0,unknown,unknown
2025-12-09T11:08:04.028137,[2025-09-03T07:52:15.224] Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE,gpu_inventory_update,info,infra,"gpu,l4,inventory,infra",1,Gres=gpu Gres [2025-09-03T07:52:15.224] Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE] Gres Name=gpu Type=l4 Count=1,<*> Gres Name=gpu Type=l4 Count=1 <*>,0.0,unknown,unknown
2025-12-09T11:08:04.028137,[2025-09-03T07:54:51.273] POWER: Power save mode: 334 nodes,cluster_power_save_mode,info,infra,"power,save,cluster,infra",5,[2025-09-03T07:54:51.273] POWER: Power save mode: 334 nodes [2025-09-03T07:54:51.273] POWER: Power save mode: 334 nodes [2025-09-03T07:54:,[2025-09-03T07:54:51.273] POWER: Power save mode: 334 nodes,0.0,unknown,unknown
2025-12-09T11:08:04.028137,[2025-09-03T08:05:11.347] POWER: Power save mode: 334 nodes,cluster_power_save_mode,info,infra,"power,save,cluster,infra",5,[2025-09-03T08:05:11.347] POWER: Power save mode: 334 nodes [2025-09-03T08:05:11.347] POWER: Power save mode: 334 nodes [2025-09-03T08:05:,<*> POWER: Power save mode: 334 nodes,0.0,unknown,unknown
2025-12-09T11:08:04.028137,[2025-09-03T08:15:31.423] POWER: Power save mode: 334 nodes,cluster_power_save_mode,info,infra,"power,save,cluster,infra",5,[2025-09-03T08:15:31.423] POWER: Power save mode: 334 nodes [2025-09-03T08:15:31.423] POWER: Power save mode: 334 nodes [2025-09-03T08:15:,<*> POWER: Power save mode: 334 nodes,0.0,unknown,unknown
2025-12-09T11:08:04.028137,[2025-09-03T08:25:51.498] POWER: Power save mode: 334 nodes,cluster_power_save_mode,info,infra,"power,save,cluster,infra",5,[2025-09-03T08:25:51.498] POWER: Power save mode: 334 nodes: [2025-09-03T08:25:51.498] POWER:. [2025-09-03T08:25:51.4,<*> POWER: Power save mode: 334 nodes,0.0,unknown,unknown
2025-12-09T11:08:04.028137,[2025-09-03T07:53:16.000] SchedulerParameters=preempt_youngest_first,scheduler_parameters,info,scheduler,"scheduler,config,preempt",6,[2025-09-03T07:53:16.000] [2025-09-03T07:53:16.000] [2025-09-03T07:53:16.000] [2025-09-03T07:53:16.000]_,[2025-09-03T07:53:16.000] SchedulerParameters=preempt_youngest_first,0.0,unknown,unknown
